id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento
498;Obras en escuelas de comuna 9;Escuela técnica n° 08 paula albarrací­n de sarmiento: obra de infraestructura.;Finalizada;Escuelas;Ministerio de educación;Acondicionamiento de anexo de aulas y laboratorios, cambios de pisos, equipamiento de laboratorios, refacciones varias;1629592.0;9;Parque avellaneda;Collivadino, pio 436;-34,64048742;-58,48354684;2017-03-13;2019-02-25;23;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna9_esctecnica08_foto1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna9_esctecnica08_foto2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna9_esctecnica08_foto3.jpg;N/A;Coypro sociedad anonima;2017;N/A;N/A;30615108290;N/A;4;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-9;N/A;N/A;N/A;N/A
502;Obras en escuelas de comuna 11;Escuela primaria común n° 16 ricardo rojas: mejora edilicia.;Finalizada;Escuelas;Ministerio de educación;Obras para mejoramiento edilicio.;446922.0;11;Villa devoto;Mistral, gabriela 3376;-34,5909427;-58,50759095;2017-07-24;2017-11-27;4;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna11_escprimaria16_foto1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna11_escprimaria16_foto2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna11_escprimaria16_foto3.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna11_escprimaria16_foto4.jpg;Mediterraneo s.a;2017;N/A;N/A;30566480618;N/A;2;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-la-comuna-11;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129277;N/A;N/A;N/A
503;Obras en escuelas de comuna 1;Esc. técnica n° 01 ing. otto krause: obras generales;Finalizada;Escuelas;Ministerio de educación;Obra de mejoramiento edilicio;2979477.0;1;Montserrat;Paseo colón av. 650;-34,615207;-58,368266;2017-05-16;2017-12-15;7;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna1_esctecnica01_foto1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna1_esctecnica01_foto2.jpeg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna1_esctecnica01_foto3.jpeg;N/A;Mediterraneo s.a;2017;N/A;N/A;30566480618;N/A;5;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-1;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129277;N/A;N/A;N/A
504;Obras en escuelas de comuna 7;Escuela primaria común n° 09 josé marí­a paz: mejora edilicia.;Finalizada;Escuelas;Ministerio de educación;Obra de mejoramiento edilicio;30144882.0;7;Flores;Falcon, ramon l.,cnel. 2934;-34,63239545;-58,46961516;2017-03-30;2017-10-24;7;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_escprimari09_foto1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_escprimari09_foto2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_escprimari09_foto3.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_escprimari09_foto4.jpg;Co se ba construcciones y servicios buenos aires s a;2017;N/A;N/A;30678613033;N/A;5;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-7;N/A;N/A;N/A;N/A
505;Obras en escuelas de comuna 10;Escuela de comercio n° 30 dr. esteban agustí­n gascón;Finalizada;Escuelas;Ministerio de educación;Obra de cloacales y pluviales;1582695.0;10;Villa luro;San blas 5387;-34,63059129;-58,50888963;2017-04-03;2017-10-24;6;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna10_escdecomercio30_foto1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna10_escdecomercio30_foto2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna10_escdecomercio30_foto3.jpg;N/A;Co se ba construcciones y servicios buenos aires s a;2017;N/A;N/A;30678613033;N/A;5;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-10;N/A;N/A;N/A;N/A
506;Obras en escuelas de comuna 9;Escuela primaria común n° 05 vicente lópez y planes: mejora edilicia.;Finalizada;Escuelas;Ministerio de educación;Obra de mejoramiento edilicio;2198571.0;9;Mataderos;Tandil 6690;-34,66248607;-58,50297622;2017-03-06;2017-10-24;7;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna9_escprimaria05_foto1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna9_escprimaria05_foto2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna9_escprimaria05_foto3.jpg;N/A;Co se ba construcciones y servicios buenos aires s a;2017;N/A;N/A;30678613033;N/A;5;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-9;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=127213;N/A;N/A;N/A
510;Obras en escuelas de comuna 6;Escuela primaria común n° 15 gral. josé gervasio de artigas: obra de infraestructura;Finalizada;Escuelas;Ministerio de educación;Obra de instalación eléctrica, sanitaria, impermeabilización;3292976.0;6;Caballito;Lobos, eleodoro, dr. 437;-34,61283991;-58,43631159;2017-06-10;2017-09-30;3;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_escprimaria15_foto1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_escprimaria15_foto2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_escprimaria15_foto3.jpg;N/A;Betonhaus s.a.;2017;N/A;N/A;30708568240;N/A;5;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-6;N/A;N/A;N/A;N/A
512;Obras en escuelas de comuna 6;Mejora edilicia: jardí­n de infantes común n° 02 prof. marina margarita ravioli;Finalizada;Escuelas;Ministerio de educación;Obra de instalación eléctrica;2044025.0;6;Caballito;Campichuelo 100;-34,61564134;-58,43339858;2017-03-13;2017-07-16;4;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_jardindeinfantes02_foto1.jpg;N/A;N/A;N/A;Fortis s.r.l.;2017;N/A;N/A;30714765430;N/A;5;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-6;N/A;N/A;N/A;N/A
513;Obras en escuelas de comuna 10;Escuela primaria común n° 25 carmen sonda de pandolfini.;Finalizada;Escuelas;Ministerio de educación;Obra de instalación eléctrica;2992583.0;10;Vélez sarsfield;Escalada de san martin, r. 5021;-34,63097077;-58,50063457;2017-05-15;2017-10-12;5;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna10_escprimaria25_foto1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna10_escprimaria25_foto2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna10_escprimaria25_foto3.jpg;N/A;Mazhari s.a.;2017;N/A;N/A;30708896019;N/A;5;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-10;N/A;N/A;N/A;N/A
514;Barrio 1 11 14;Barrio 1 11 14: eje aliviador varela;Finalizada;Hidráulica e infraestructura;Ministerio de desarrollo humano y hábitat;Se construyó un aliviador paralelo a la infraestructura cloacal existente realizando la terminación superficial acorde a los usos peatonales y vehiculares del eje.;5971260.0;8;Villa soldati;Varela av. 2200;-34,65095964;-58,44463252;2017-03-21;2018-04-26;13;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_ejevareladurante_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_ejevarelaantes_imagen2.jpg;N/A;N/A;Dolcor sociedad de responsabilidad limitada;2016;N/A;N/A;30710137621;7340;18;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-1-11-14;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20170104.pdf;N/A;N/A;N/A
515;Barrio 31;Barrio 31: plaza manzana 103;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;Se propuso un reordenamiento del espacio público para sumar espacio verde y demarcar de manera clara los espacios de uso exclusivo deportivo y de juegos de niños y niñas. se buscó jerarquizar las circulaciones a fin de que no se interrumpan unas con otras y favorecer la accesibilidad. se igualaron todos los niveles sin ningún tipo de cordón o escalonamiento en las veredas para favorecer la accesibilidad para personas con movilidad reducida y asimismo se facilitó el acceso a las conexiones domiciliarias de infraestructura, accesos y cámaras. se dispusieron bancos en las zonas externas que generaron pequeños espacios verdes atractivos para los peatones con mobiliario de descanso y recreación. los espacios de juegos quedaron contenidos por el mobiliario cuya disposición acompañó a los sectores de juegos actuando como lí­mite;10126518.0;1;Retiro;Gendarmeria nacional av. 666;-34,58405908;-58,37366378;2017-01-17;2017-09-15;8;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_plazamanzana103_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/integracionsocialyurbana/plaza%20103%2c%20desp%c3%baes.jpg;N/A;N/A;Cooperativa;2016;N/A;N/A;30713915005;43190;10;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;N/A;N/A;N/A;N/A
516;Barrio 31;Barrio 31: plaza de los gordos - triángulo;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;Se propuso un reordenamiento del espacio público para sumar espacio verde y demarcar de manera clara los espacios de uso exclusivo deportivo y de juegos de niños y niñas. se buscó jerarquizar las circulaciones a fin de que no se interrumpan unas con otras y favoreciendo la accesibilidad. se igualaron todos los niveles sin ningún tipo de cordón o escalonamiento en las veredas para favorecer la accesibilidad para personas con movilidad reducida y asimismo se facilitó el acceso a las conexiones domiciliarias de infraestructura, accesos y cámaras. la plaza se reformuló como un único espacio de juegos, lúdico, de uso exclusivo de niños. se proyectó un sistema de juegos que busca exaltar los sentidos, la búsqueda, los recorridos. la intervención se realizó sobre 600m2.;10796589.0;1;Retiro;Gendarmeria nacional av. 667;-34,58366875;-58,37429484;2017-07-02;2017-10-06;3;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_plazatriangulo_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/integracionsocialyurbana/plaza%20tri%c3%a1ngulo%2c%20despu%c3%a9s.jpg;N/A;N/A;Cooperativa;2017;N/A;N/A;30710125054;43190;10;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;N/A;N/A;N/A;N/A
517;Barrio 31;Barrio 31: cancha luján;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;La obra consistió en el reordenamiento del espacio público para sumar espacio verde y demarcar de manera clara los espacios de uso exclusivo deportivo y de juegos de niños y niñas. se buscó jerarquizar las circulaciones a fin de que no se interrumpan unas con otras favoreciendo la accesibilidad. se igualaron todos los niveles sin ningún tipo de cordón o escalonamiento en las veredas para favorecer la accesibilidad para personas con movilidad reducida y asimismo facilitar el acceso a las conexiones domiciliarias de infraestructura, accesos y cámaras. el espacio se configuró a partir de la decisión de disponer la circulación vial en el lado opuesto al existente, generando una ampliación natural del espacio público y favoreciendo la peatonalidad y el uso del mismo. esta disposición mejoró la relación entre la lí­nea municipal y la vereda, y garantizó una contención de los usos del espacio sin interrupciones de tipo vial. el espacio frente a la iglesia se dispuso como un playón de uso eventual, cuya principal función es la de asegurar el giro y retome de los vehí­culos de emergencia ya que este espacio resulta el remate de una de las arterias principales en los accesos de emergencia del barrio. se consolidó un espacio de espera para transporte público interno y se sumaron estacionamientos exclusivos para personas con movilidad reducida y de uso general. asimismo, la iluminación general del espacio se realizó enteramente en led con posibilidad de telegestión a fin de integrarse a la red de alumbrado de caba con la mayor tecnologí­a disponible al momento. por último, se sumaron diversos tipos de vegetación a fin de incrementar la huella verde dentro del espacio público.;13976083.0;1;Retiro;Gendarmeria nacional av. 671;-34,5836355;-58,37435742;2016-11-14;2017-09-19;10;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_canchalujan_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/integracionsocialyurbana/plaza%20luj%c3%a1n%2c%20despu%c3%a9s.jpg;N/A;N/A;Cooperativa;2016;N/A;N/A;30712055355;43190;10;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;N/A;N/A;N/A;N/A
522;Barrio 21 24;Barrio 21 24: canchas tierra amarilla;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;La obra se basó en la puesta en valor del espacio deportivo que comprende la cancha de voley y de fútbol, la generación de un espacio de esparcimiento y gimnasia. además, se realizó la ejecución de calzada vehicular y de veredas. ;2592231.0;4;Barracas;Pasaje lavarden y virtual prolongación de la calle alvarado;-34,6176235;-58,40940082;2017-09-02;2018-03-23;6;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchatierraamarilla_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchatierraamarillaantes_imagen2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchatierraamarilladurante_imagen3.jpg;N/A;Cooperativa;2017;N/A;N/A;N/A;4249;38;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/villa-21-24;N/A;N/A;N/A;N/A
523;Entorno cildañez;Entorno cildañez: eje zuvirí­a;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;La obra consistió en el mejoramiento de la accesibilidad, la ejecución de veredas sobre la calle zuvirí­a y pasillos que desembocan, dotación de alumbrado público y del ordenamiento del espacio público. ;26399069.0;9;Parque avellaneda;Zuviria 4000;-34,65505566;-58,47030295;2017-03-23;2018-02-01;11;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_ejezuviriadurante_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_ejezuviriaantes_imagen2.jpg;N/A;N/A;Servicios ibarra s.a.;2016;N/A;N/A;30712217444;33757;22;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/entorno-cildanez;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20161229.pdf;N/A;N/A;N/A
524;Barrio 1 11 14;Barrio 1 11 14: cancha de los paraguayos;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;Se realizó la ejecución del tendido pluvial de las viviendas frentistas a la cancha, creación y equipamiento de espacios de descanso, realización de solados y colocación de rejas.;2891513.0;7;Flores;Calle 3 ( no oficial);-34,64899;-58,440442;2016-03-01;2017-07-30;16;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchaparaguayos_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchaparaguayosantes_imagen2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchaparaguayosantes_imagen4.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchaparaguayosdurante_imagen3.jpg;Terminal 3 s.a;2016;N/A;N/A;30710258445;10191;7;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-1-11-14;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20160929.pdf;N/A;N/A;N/A
525;Barrio 31;Barrio 31: cancha 9;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;Con la lógica de regenerar el espacio público como un espacio principalmente de uso deportivo, de recreación y esparcimiento. se reordenó para sumar espacio verde, y demarcar de manera clara los espacios de uso exclusivo deportivo y de juegos de niños. se buscaron jerarquizar las circulaciones a fin de que no se interrumpan unas con otras y permitiera favorecer la accesibilidad. se igualaron todos los niveles sin ningún tipo de cordón o escalonamiento en las veredas. toda la superficie de cancha de fútbol se realizó de césped sintético especialmente preparado para alta competición y se delimitó con un alambrado olí­mpico. el sector de juegos de niños cumple con la norma de espacio público acorde a las medidas mí­nimas de seguridad y acompaña el diseño de los juegos que se colocaron en toda la ciudad y con el solado de caucho acorde a su función. por su parte el sector de basket que funciona como playón multifuncional es de piso duro a fin de soportar la mayor cantidad de posibles actividades. así­ mismo la iluminación general del espacio se realizó enteramente en led con posibilidad de telegestión a fin de integrarse a la red de alumbrado de caba. por último se sumaron diversos tipos de vegetación a fin de incrementar la huella verde dentro del espacio público. el área de acción se realizó sobre 900m2.;23922047.0;1;Retiro;Gendarmeria nacional av. 661;-34,58371862;-58,37420097;2016-09-28;2017-07-04;10;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_cancha9_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/integracionsocialyurbana/cancha%209%2c%20despu%c3%a9s.jpg;N/A;N/A;Cooperativa;2016;N/A;N/A;30709888494;43190;10;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;N/A;N/A;N/A;N/A
526;Barrio 31;Barrio 31: cancha pichones;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;Los trabajos se realizaron sobre 274m2. se colocaron nuevos juegos para niños y niñas con una superficie de piso de caucho de 40 m2. se pusieron postas deportivas y se pavimentó con intertrabado de bloques de hormigón en sectores de plaza seca y accesos perimetrales. se realizaron trabajos de paisajismo y se hicieron conexiones de los nuevos sistemas de agua/ desagí¼es pluviales/ cloacales con la red existente.;5542639.0;1;Retiro;Gendarmeria nacional av. 664;-34,58402873;-58,37372091;2016-12-01;2017-06-01;6;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_plazapichones_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/integracionsocialyurbana/plaza%20pichones%2c%20despu%c3%a9s.jpg;N/A;N/A;Cooperativa;2016;N/A;N/A;30711328951;43190;10;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;N/A;N/A;N/A;N/A
570;Barrio 31;Barrio 31: calle manzana 104 y 12;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;Se implementó una nueva infraestructura, red de cloaca, red pluvial, tendido de cañerí­a eléctrica,red de agua y pavimento, de la calle de la manzana 104 y 12.;19998005.0;1;Retiro;Gendarmeria nacional av. 689;-34,58348588;-58,37463904;2016-07-15;2017-02-20;7;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_calle104y12_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/integracionsocialyurbana/104%2c%20despu%c3%a9s.jpeg;N/A;N/A;Kopar s.a;2016;Contrataciín directa;2656-sigaf/16;30707504990;43190;10;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://boletinoficial.buenosaires.gob.ar/normativaba/norma/321986;15046616-2016-mgeya-ssiuycg;N/A;N/A
571;Barrio 31;Barrio 31: calle avellaneda;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;Se implementó una nueva infraestructura, red de cloaca, red pluvial, tendido de cañerí­a eléctrica,red de agua y pavimento, de la calle de la manzana 104 y 12.;19932136.0;1;Retiro;Gendarmeria nacional av. 690;-34,58359589;-58,37453562;2016-08-15;2017-03-15;7;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_calleavellaneda_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/integracionsocialyurbana/avellaneda%2c%20despu%c3%a9s.jpg;N/A;N/A;Pose;2016;Contrataciín directa;2965-sigaf/16;30709107123;43190;10;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://boletinoficial.buenosaires.gob.ar/normativaba/norma/325414;6175291/mgeya/dgoi/16;N/A;N/A
572;Barrio 21 24;Barrio 21 24: club zavaleta jr etapa 2;Finalizada;Arquitectura;Ministerio de desarrollo humano y hábitat;Se redimensionó la platea de fundación del muro de contención y el acondicionamiento del entorno de la cancha.;294174.0;4;Barracas;Iriarte, gral. av. 3800;-34,65099913;-58,40012629;2017-06-16;2017-09-15;3;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_clubzavaletajr.despu%c3%a9s_imagen1.jpg;N/A;N/A;N/A;Cooperativa;2017;N/A;N/A;N/A;1806;37;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/villa-21-24;N/A;N/A;N/A;N/A
573;Barrio 21 24;Barrio 21 24: portal mundo grúa;Finalizada;Arquitectura;Ministerio de desarrollo humano y hábitat;La obra consistió en la construcción de un portal inclusivo de infraestructura, además, se crearon y equiparon de un espacio de esparcimiento. ;1776493.0;4;Nueva pompeya;Iguazú y don pedro de mendoza;-34658478;-58.402.210;2017-06-29;2018-02-05;8;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_portalmundogr%c3%baadurante_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_portalmundogr%c3%baaantes_imagen2.jpg;N/A;N/A;Cooperativa;2017;N/A;N/A;N/A;4036;45;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/villa-21-24;N/A;N/A;N/A;N/A
574;Barrio 1 11 14;Barrio 1 11 14: cloacas en cancha paraguayo;Finalizada;Hidráulica e infraestructura;Ministerio de desarrollo humano y hábitat;"Se realizó la ejecución de infraestructura cloacal para frentistas a ""cancha paraguayos"". ";1000000.0;7;Flores;Calle 3 (primera paralela al norte de av. varela);-34,64899;-58,440442;2017-08-12;2017-09-05;1;100.0;Https://cdn2.buenosaires.gob.ar/baobras/desarrollohumanoyhabitat/cloacas%20cancha%20paraguayos.%20durante.jpg;Https://cdn2.buenosaires.gob.ar/baobras/desarrollohumanoyhabitat/cloacas%20cancha%20paraguayos.%20antes.jpg;N/A;N/A;Cooperativa;2017;N/A;N/A;N/A;1560;36;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-1-11-14;N/A;N/A;N/A;N/A
575;Barrio 1 11 14;Barrio 1 11 14: infraestructura cloacal en pasaje san jorge;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;El proyecto constó de una nueva red de desagí¼e cloacal y de tareas que comprenden el ordenamiento del espacio público.;2697238.0;7;Flores;Calle 3 (primera paralela al norte de av. varela);-34,64899;-58,440442;2017-09-02;2018-02-28;5;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_cloacassanjorgedurante_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_cloacassanjorgeantes_imagen2.jpg;N/A;N/A;Cooperativa;2017;N/A;N/A;N/A;5768;45;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-1-11-14;N/A;N/A;N/A;N/A
600;Obras en escuelas de comuna 12;Escuela primaria común n° 11 fray luis beltrán: mejora edilicia;Finalizada;Escuelas;Ministerio de educación;Obra de impermeabilización de cubiertas;710606.0;12;Villa urquiza;Capdevila 3156;-34,56821807;-58,49155051;2016-12-23;2017-06-03;6;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_escprimaria11_foto1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna9_escprimaria03_foto2.jpg;N/A;N/A;Filip s.a.;2016;N/A;N/A;30708268093;N/A;5;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-12;N/A;N/A;N/A;N/A
618;Plan 54 escuelas;Escuela de bellas artes rogelio yrurtia;Finalizada;Escuelas;Ministerio de educación;Media;100913601.0;10;Vélez sarsfield;Alberdi, juan bautista av. 4139;-34,63936213;-58,48392023;2017-09-20;2019-02-28;17;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/13239.jpeg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/13239-2.jpeg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/13239-3.jpeg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/13239-4.jpeg;Vidogar construcciones s.a;2017;Licitación pública;N/A;30553433564;N/A;35;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/54-escuelas;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=128533;N/A;N/A;N/A
619;Obras en escuelas de comuna 9;Escuela técnica n° 08 paula albarrací­n de sarmiento: mejora edilicia.;Finalizada;Escuelas;Ministerio de educación;Obras para mejoramiento edilicio.;21360626.0;9;Parque avellaneda;Collivadino, pio 436;-34,64048742;-58,48354684;2017-12-28;2019-02-25;14;100.0;Https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png;N/A;N/A;N/A;Kion sociedad anonima industrial y comercial;2017;N/A;N/A;N/A;N/A;5;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-9;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=132246;N/A;N/A;N/A
625;Obras en escuelas de comuna 1;Jardí­n de infantes común n° 03/03° san telmo: obras generales;Finalizada;Escuelas;Ministerio de educación;Obra de reparaciones varias;3400429.0;1;San telmo;Piedras 860;-34,61809914;-58,37729075;2017-11-21;2018-05-20;6;100.0;Https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png;N/A;N/A;N/A;Hexacom s.a.;2017;N/A;N/A;30643202812;N/A;5;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-1;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=132889;N/A;N/A;N/A
628;Obras en escuelas de comuna 12;Esc. técnica n° 21 fragata escuela libertad: obras generales;Finalizada;Escuelas;Ministerio de educación;Obra de ampliación y rehabilitación;41278923.0;12;Coghlan;Nuñez 3638;-34,556334;-58,477998;2017-11-23;2019-05-17;18;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_esctecnica21_foto1.jpg;N/A;N/A;N/A;Igecors s.a.;2017;N/A;N/A;30683399333;N/A;12;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-12;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=132498;N/A;N/A;N/A
